customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
AU13233,Oregon,F,High School or Below,5908.7518,71401.0,73.0,0,Personal Auto,Four-Door Car,287.332253,California
IH35630,Oregon,F,High School or Below,41787.90343,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2,Oregon
JP55271,Oregon,F,High School or Below,10633.50496,80046.0,132.0,0,Personal Auto,SUV,260.627146,Oregon
TT47031,Oregon,F,Bachelor,5450.573438,76389.0,68.0,0,Personal Auto,Four-Door Car,262.00129,Arizona
JN55850,Oregon,M,Doctor,7035.763363,77235.0,87.0,0,Personal Auto,Two-Door Car,310.160362,California
LH94176,Oregon,M,High School or Below,8203.221246,38595.0,74.0,3,Personal Auto,Four-Door Car,415.550209,Arizona
ZB87718,Oregon,F,College,8714.922135,0.0,118.0,0,Personal Auto,SUV,566.4,Arizona
UQ40371,Oregon,F,Master,3352.943699,55359.0,83.0,0,Special Auto,Four-Door Car,303.331178,Nevada
XJ92660,Oregon,F,Master,5017.851448,79814.0,62.0,0,Personal Auto,Four-Door Car,31.553152,Nevada
SG51792,Oregon,F,Bachelor,2753.159194,75277.0,70.0,3,Corporate Auto,Two-Door Car,459.743736,Arizona
DA73502,Oregon,M,Bachelor,2619.337376,78618.0,66.0,0,Personal Auto,Two-Door Car,225.578841,Oregon
UF81905,Oregon,F,Doctor,4867.378203,20123.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
PL44132,Oregon,M,College,3061.799398,88362.0,78.0,0,Personal Auto,Two-Door Car,452.599718,Arizona
US29010,Oregon,M,Bachelor,3545.413177,0.0,116.0,3,Corporate Auto,SUV,835.2,Oregon
DW72445,Oregon,M,College,3259.885006,52782.0,85.0,4,Personal Auto,Four-Door Car,541.093963,Oregon
MU53244,Oregon,F,Bachelor,5095.439821,0.0,137.0,0,Personal Auto,SUV,452.295175,California
EE57466,Oregon,F,High School or Below,2397.036098,22283.0,65.0,0,Personal Auto,Four-Door Car,572.072106,Arizona
QV86635,Oregon,M,Bachelor,7427.501786,28848.0,96.0,0,Corporate Auto,Two-Door Car,450.596865,California
RT51330,Oregon,F,Doctor,2510.633216,0.0,64.0,0,Corporate Auto,Four-Door Car,437.184112,California
QW44380,Oregon,M,High School or Below,2637.602689,54378.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington
IK66117,Oregon,M,High School or Below,4969.35768,21827.0,67.0,0,Special Auto,Four-Door Car,321.6,California
TD86744,Oregon,F,High School or Below,34611.37896,20090.0,109.0,0,Personal Auto,Sports Car,523.2,Arizona
TX35222,Oregon,F,College,11618.55713,27750.0,297.0,1,Personal Auto,Luxury Car,1425.6,Washington
PJ92694,Oregon,M,High School or Below,4762.591249,57135.0,61.0,0,Corporate Auto,Four-Door Car,156.921247,California
YM88338,Oregon,F,Bachelor,4879.442929,58580.0,61.0,0,Personal Auto,Four-Door Car,292.8,California
YN61339,Oregon,M,College,4330.38602,60475.0,107.0,0,Personal Auto,Four-Door Car,513.6,Oregon
FP45327,Oregon,M,College,9095.049868,37937.0,116.0,0,Personal Auto,SUV,556.8,Washington
IZ26849,Oregon,F,Bachelor,5524.310373,70360.0,69.0,0,Personal Auto,Two-Door Car,331.2,Oregon
YY16391,Oregon,M,College,11836.29699,0.0,119.0,0,Personal Auto,Four-Door Car,856.8,Oregon
GX44284,Oregon,M,Bachelor,2588.080213,47509.0,66.0,0,Personal Auto,Four-Door Car,93.128128,California
LV14566,Oregon,M,Master,7176.591051,27071.0,183.0,0,Personal Auto,Luxury Car,878.4,Nevada
KQ50003,Oregon,F,High School or Below,27890.0576,46546.0,99.0,0,Special Auto,Four-Door Car,319.105565,Arizona
IW87075,Oregon,M,Bachelor,7280.300642,32627.0,67.0,4,Personal Auto,Four-Door Car,54.628741,Arizona
QY46560,Oregon,M,Bachelor,2152.081322,0.0,65.0,0,Personal Auto,Two-Door Car,460.379966,Arizona
PD79570,Oregon,F,Bachelor,4334.210791,0.0,116.0,0,Personal Auto,Four-Door Car,1065.617464,Oregon
IM78342,Oregon,F,College,8630.696198,0.0,122.0,2,Personal Auto,SUV,585.6,Oregon
NT19879,Oregon,F,Bachelor,4766.940473,29177.0,64.0,2,Personal Auto,Four-Door Car,307.2,Arizona
SW98498,Oregon,M,College,10439.49667,88233.0,88.0,0,Personal Auto,Four-Door Car,253.056709,California
WL42517,Oregon,F,College,3747.060981,0.0,107.0,0,Personal Auto,SUV,549.986128,Washington
LR82946,Oregon,M,Bachelor,6617.139741,0.0,195.0,0,Personal Auto,Luxury SUV,1404.0,Oregon
KT61396,Oregon,F,College,3821.819872,79189.0,95.0,0,Corporate Auto,Two-Door Car,50.171541,California
GD56260,Oregon,F,Master,2863.04871,41077.0,71.0,0,Personal Auto,Two-Door Car,82.415457,Oregon
YD45660,Oregon,F,Bachelor,9420.965855,47048.0,118.0,0,Personal Auto,SUV,566.4,Arizona
XN50058,Oregon,M,Doctor,8767.626534,45484.0,111.0,0,Corporate Auto,Four-Door Car,532.8,California
QO61775,Oregon,M,Master,4571.610619,79453.0,115.0,0,Personal Auto,SUV,242.099049,California
PZ67684,Oregon,F,College,14514.00519,88753.0,181.0,0,Personal Auto,Luxury SUV,868.8,Arizona
IK77998,Oregon,M,High School or Below,2588.435037,0.0,74.0,0,Personal Auto,Four-Door Car,851.022089,Washington
FL96333,Oregon,M,College,6243.089247,73945.0,78.0,0,Personal Auto,Two-Door Car,330.872532,Nevada
EI58541,Oregon,F,College,2719.506996,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6,Washington
WW68250,Oregon,M,Bachelor,2719.260911,81799.0,68.0,0,Personal Auto,Four-Door Car,326.4,Oregon
XT19780,Oregon,F,High School or Below,4803.777507,23634.0,62.0,0,Personal Auto,Two-Door Car,440.189611,Oregon
SE44262,Oregon,M,Bachelor,2856.948797,0.0,78.0,0,Personal Auto,Four-Door Car,374.4,California
GO86980,Oregon,F,Bachelor,5169.558551,56334.0,65.0,0,Corporate Auto,Two-Door Car,421.563772,Oregon
ZB69355,Oregon,F,Bachelor,4082.704584,23206.0,107.0,0,Personal Auto,Sports Car,513.6,Oregon
TM12486,Oregon,M,High School or Below,2959.950094,28140.0,85.0,0,Personal Auto,Four-Door Car,612.0,Oregon
NB86870,Oregon,F,High School or Below,16468.22079,0.0,63.0,0,Personal Auto,Four-Door Car,685.12694,Arizona
SS12362,Oregon,M,High School or Below,12779.06199,0.0,88.0,0,Special Auto,Four-Door Car,633.6,California
VW58299,Oregon,M,Bachelor,12168.74492,14973.0,115.0,0,Personal Auto,SUV,828.0,California
TG37039,Oregon,F,Bachelor,6240.664762,0.0,87.0,0,Personal Auto,Four-Door Car,712.40122,Oregon
RO25639,Oregon,F,Doctor,5442.744248,25884.0,69.0,3,Personal Auto,Four-Door Car,292.274846,Nevada
JK35644,Oregon,M,Master,3551.792574,11607.0,96.0,0,Corporate Auto,Four-Door Car,313.351134,Oregon
DK69871,Oregon,M,Master,24138.05975,53691.0,67.0,0,Personal Auto,Four-Door Car,175.97506,Nevada
OU43146,Oregon,M,Bachelor,15415.04407,89464.0,194.0,1,Personal Auto,Luxury SUV,1067.291208,Oregon
KN47424,Oregon,F,High School or Below,5517.199137,60596.0,71.0,4,Personal Auto,Four-Door Car,180.340069,Oregon
ZX80668,Oregon,M,Bachelor,13448.80973,43720.0,117.0,1,Personal Auto,SUV,561.6,Nevada
OI80614,Oregon,M,High School or Below,6689.022728,56980.0,84.0,0,Personal Auto,Two-Door Car,599.000883,California
JA44693,Oregon,F,College,7222.850848,0.0,68.0,0,Personal Auto,Four-Door Car,350.207614,Oregon
FI61059,Oregon,M,College,4311.416903,0.0,67.0,1,Personal Auto,Four-Door Car,482.4,Oregon
ZF81243,Oregon,F,Bachelor,4376.363592,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683,Nevada
XD19934,Oregon,M,High School or Below,10506.93706,61650.0,88.0,0,Personal Auto,Four-Door Car,117.470445,Oregon
TA77711,Oregon,M,College,8667.090494,31354.0,109.0,0,Personal Auto,SUV,527.759702,Oregon
PS92059,Oregon,F,Doctor,5938.511892,44190.0,74.0,0,Corporate Auto,Four-Door Car,10.68564,California
TT19625,Oregon,F,Bachelor,15277.47796,38183.0,191.0,0,Personal Auto,Luxury Car,981.010879,Nevada
EV95033,Oregon,M,Master,2551.226692,79751.0,63.0,0,Special Auto,Two-Door Car,392.235698,Oregon
CS30775,Oregon,M,High School or Below,4191.06163,0.0,64.0,1,Personal Auto,Two-Door Car,535.953661,California
CI51999,Oregon,M,College,8161.1704,12266.0,114.0,1,Personal Auto,SUV,732.050007,Arizona
HK96298,Oregon,M,Master,2784.969185,61807.0,70.0,0,Personal Auto,Four-Door Car,104.209216,California
UO59377,Oregon,F,High School or Below,10083.48688,11828.0,90.0,0,Personal Auto,Four-Door Car,571.479602,Arizona
OU99581,Oregon,M,Bachelor,19363.52743,49945.0,70.0,0,Personal Auto,Four-Door Car,50.40447,California
SN63066,Oregon,F,Bachelor,7154.094304,28204.0,182.0,0,Personal Auto,Luxury Car,532.089467,Nevada
DK92504,Oregon,M,High School or Below,8779.090552,54726.0,219.0,0,Corporate Auto,Luxury Car,1051.2,Arizona
DW72437,Oregon,F,Master,2731.39917,43386.0,68.0,0,Personal Auto,Two-Door Car,315.353519,Oregon
GE49670,Oregon,M,High School or Below,7429.079194,0.0,101.0,0,Personal Auto,Four-Door Car,549.692452,Arizona
TK38409,Oregon,M,College,2616.613903,72302.0,66.0,0,Personal Auto,Two-Door Car,316.8,Nevada
OD89873,Oregon,M,Bachelor,8044.872393,71391.0,67.0,0,Corporate Auto,Four-Door Car,284.000172,Arizona
KW41658,Oregon,M,Bachelor,2534.306443,21606.0,71.0,3,Personal Auto,Four-Door Car,340.8,Arizona
UZ35113,Oregon,F,Bachelor,10014.02955,74489.0,124.0,0,Special Auto,SUV,128.535182,California
HO81102,Oregon,M,High School or Below,4745.181764,50549.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington
SM42781,Oregon,F,Bachelor,14040.96476,0.0,195.0,1,Personal Auto,Luxury SUV,669.037562,Arizona
TB40283,Oregon,F,Bachelor,14635.45158,0.0,139.0,0,Corporate Auto,SUV,667.2,California
CR76145,Oregon,M,College,3885.456401,0.0,105.0,0,Personal Auto,Four-Door Car,504.0,California
TK45392,Oregon,F,Bachelor,5107.163002,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108,California
JN78502,Oregon,F,High School or Below,9384.654502,25370.0,116.0,0,Special Auto,SUV,556.8,Washington
KZ60207,Oregon,M,College,5007.672425,51523.0,62.0,0,Personal Auto,Four-Door Car,297.6,Arizona
BR50492,Oregon,M,Bachelor,49423.79557,85058.0,137.0,0,Personal Auto,SUV,595.369784,Arizona
ES21306,Oregon,M,Bachelor,8558.927723,0.0,125.0,0,Personal Auto,SUV,615.562164,California
AT29024,Oregon,F,High School or Below,4892.628631,27005.0,61.0,0,Corporate Auto,Four-Door Car,311.84034,California
NP23146,Oregon,F,College,5365.93282,62808.0,66.0,0,Special Auto,Two-Door Car,211.515893,Arizona
SY48471,Oregon,F,High School or Below,5163.838813,88692.0,64.0,0,Personal Auto,Four-Door Car,253.193647,California
GJ47397,Oregon,M,High School or Below,38055.20953,0.0,115.0,0,Special Auto,SUV,552.0,Oregon
CE69971,Oregon,F,Master,7403.447336,19064.0,98.0,1,Personal Auto,Four-Door Car,136.248799,Oregon
GM54859,Oregon,M,High School or Below,6051.637445,0.0,88.0,0,Personal Auto,Two-Door Car,633.6,Oregon
WY27579,Oregon,M,Bachelor,7229.329257,60345.0,93.0,0,Personal Auto,Two-Door Car,36.105928,Oregon
ZT87452,Oregon,F,Bachelor,3300.607083,59592.0,84.0,0,Personal Auto,Four-Door Car,161.231812,Oregon
JM35350,Oregon,F,College,5505.167392,15648.0,73.0,1,Special Auto,Two-Door Car,413.269261,California
PT40521,Oregon,F,Bachelor,4334.064096,23904.0,123.0,3,Corporate Auto,SUV,590.4,California
TN71469,Oregon,F,College,4349.104278,90893.0,110.0,0,Personal Auto,SUV,700.004018,Oregon
GE26813,Oregon,M,High School or Below,4882.073243,0.0,66.0,0,Personal Auto,Four-Door Car,475.2,Arizona
LU37653,Oregon,F,College,10114.98621,74001.0,84.0,0,Corporate Auto,Four-Door Car,224.265232,Oregon
QW40254,Oregon,M,College,5259.709581,28447.0,67.0,0,Personal Auto,Four-Door Car,321.6,Oregon
MH76107,Oregon,M,College,4013.945512,56586.0,100.0,0,Personal Auto,Sports Car,121.928014,California
ZH28728,Oregon,M,Bachelor,6285.019179,0.0,172.0,0,Personal Auto,SUV,825.6,Oregon
SF29524,Oregon,M,Doctor,4518.782768,19186.0,62.0,0,Personal Auto,Four-Door Car,297.6,Oregon
WT21922,Oregon,F,High School or Below,17738.2012,65348.0,110.0,0,Corporate Auto,Sports Car,134.120531,Arizona
WZ56476,Oregon,F,Doctor,6265.343299,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786,California
PP62909,Oregon,F,Master,12168.64405,0.0,109.0,0,Special Auto,Sports Car,30.989755,Oregon
XY57950,Oregon,M,College,3618.432755,0.0,99.0,0,Special Auto,Four-Door Car,475.2,California
RA97108,Oregon,F,High School or Below,6474.826466,0.0,91.0,0,Personal Auto,Four-Door Car,436.8,Oregon
LT57545,Oregon,F,College,5575.198201,18892.0,73.0,0,Personal Auto,Four-Door Car,106.814987,California
MM97107,Oregon,M,High School or Below,32144.64957,19066.0,103.0,0,Personal Auto,Two-Door Car,494.4,Oregon
PO26937,Oregon,M,Bachelor,8223.164916,95102.0,101.0,0,Corporate Auto,Four-Door Car,94.338814,Oregon
GJ99406,Oregon,F,College,7462.926263,70263.0,93.0,0,Corporate Auto,Two-Door Car,7.345946,Arizona
LU86185,Oregon,F,Master,9031.214859,0.0,122.0,0,Corporate Auto,Sports Car,650.52179,California
RO82935,Oregon,F,High School or Below,7028.940001,18120.0,63.0,4,Personal Auto,Two-Door Car,302.4,Nevada
SC47383,Oregon,F,Bachelor,7406.882612,38169.0,62.0,0,Corporate Auto,Four-Door Car,71.678412,Nevada
LV27997,Oregon,M,College,7582.113842,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802,Oregon
RJ32720,Oregon,F,College,10719.08467,86036.0,90.0,3,Personal Auto,Four-Door Car,501.26513,Arizona
KR90607,Oregon,F,College,3721.390713,0.0,101.0,0,Personal Auto,SUV,862.49778,Washington
PZ95949,Oregon,M,Doctor,3528.044252,31278.0,92.0,4,Personal Auto,Two-Door Car,441.6,Arizona
GI25850,Oregon,F,High School or Below,17085.41462,20053.0,62.0,1,Personal Auto,Four-Door Car,9.832575,Arizona
QH60569,Oregon,F,College,11955.39598,71587.0,99.0,0,Personal Auto,Two-Door Car,133.103003,California
II27516,Oregon,M,High School or Below,6366.225775,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0,California
QI21338,Oregon,F,High School or Below,4669.22664,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8,Oregon
HG83893,Oregon,F,High School or Below,9100.731403,59183.0,113.0,0,Personal Auto,SUV,542.4,Nevada
RN66346,Oregon,M,Master,14663.19646,91015.0,73.0,1,Personal Auto,Two-Door Car,119.062347,California
RS53995,Oregon,M,College,7529.863445,52774.0,66.0,4,Corporate Auto,Two-Door Car,78.452298,California
TD90177,Oregon,M,College,2647.519741,37876.0,69.0,0,Personal Auto,Four-Door Car,300.056383,Oregon
FP11025,Oregon,F,Bachelor,8072.245595,57938.0,101.0,0,Special Auto,SUV,282.458203,California
SA62385,Oregon,F,High School or Below,7644.684144,26526.0,99.0,0,Personal Auto,Four-Door Car,523.701824,Oregon
NL68893,Oregon,M,Bachelor,2485.109896,76608.0,62.0,0,Personal Auto,Four-Door Car,91.229768,California
LA31975,Oregon,M,College,13144.49101,0.0,194.0,0,Personal Auto,Luxury SUV,931.2,Arizona
RM31359,Oregon,F,High School or Below,3129.110699,48056.0,78.0,0,Corporate Auto,Four-Door Car,374.4,Oregon
WM19996,Oregon,M,Bachelor,8349.523082,45428.0,109.0,1,Corporate Auto,SUV,487.273964,California
SU32452,Oregon,F,Bachelor,3241.588659,89196.0,81.0,0,Personal Auto,Four-Door Car,41.182611,Arizona
MZ79386,Oregon,F,Bachelor,6925.182046,88893.0,86.0,0,Personal Auto,Four-Door Car,72.86746,California
OY15095,Oregon,M,Bachelor,5098.854489,0.0,97.0,4,Personal Auto,Two-Door Car,609.046345,Oregon
UV99893,Oregon,F,Bachelor,2885.407442,92722.0,72.0,1,Corporate Auto,Two-Door Car,28.126402,Arizona
LD48189,Oregon,F,High School or Below,5979.724161,57693.0,76.0,0,Personal Auto,Four-Door Car,547.2,Nevada
EK13316,Oregon,F,Bachelor,5416.413581,53249.0,67.0,0,Personal Auto,Four-Door Car,343.340361,Arizona
FE82005,Oregon,F,Bachelor,2345.129694,26304.0,63.0,0,Personal Auto,Four-Door Car,302.4,Oregon
BL44708,Oregon,F,High School or Below,12556.95366,0.0,70.0,0,Personal Auto,Two-Door Car,504.0,California
PQ65328,Oregon,M,High School or Below,2839.298304,71460.0,74.0,5,Personal Auto,Four-Door Car,93.951709,Oregon
AA56476,Oregon,F,High School or Below,5595.389905,74454.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Arizona
BL66157,Oregon,F,Bachelor,3979.718986,96413.0,99.0,0,Personal Auto,Four-Door Car,560.045764,California
SN26999,Oregon,F,High School or Below,10925.82157,98542.0,90.0,0,Personal Auto,Two-Door Car,432.0,Oregon
TS81548,Oregon,F,Master,5669.974517,43416.0,70.0,0,Personal Auto,Four-Door Car,336.0,Oregon
DY34902,Oregon,F,High School or Below,5168.152276,81182.0,64.0,0,Corporate Auto,Four-Door Car,307.2,Oregon
SX75100,Oregon,M,Bachelor,2760.476712,79065.0,69.0,0,Corporate Auto,Four-Door Car,290.886242,Arizona
LZ98529,Oregon,M,High School or Below,10382.50368,11721.0,102.0,2,Personal Auto,SUV,560.91624,Arizona
FM10372,Oregon,F,College,3816.408655,82414.0,95.0,0,Personal Auto,Four-Door Car,30.423443,California
QX54666,Oregon,M,High School or Below,11172.49931,14533.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
FR48094,Oregon,M,High School or Below,2456.816127,0.0,73.0,0,Personal Auto,Four-Door Car,525.6,Arizona
FH61723,Oregon,F,Bachelor,7480.713618,52513.0,65.0,3,Personal Auto,Two-Door Car,91.244938,California
QY83498,Oregon,F,College,2659.70565,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981,Oregon
GC81619,Oregon,F,Master,4626.801093,79487.0,114.0,0,Personal Auto,SUV,547.2,Oregon
BD84823,Oregon,M,High School or Below,12157.32992,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4,Oregon
EU78163,Oregon,F,College,4792.509792,20181.0,66.0,2,Personal Auto,Four-Door Car,316.8,California
FD34314,Oregon,M,Bachelor,2821.352024,73339.0,71.0,0,Corporate Auto,Four-Door Car,244.401453,Arizona
HS74723,Oregon,F,College,17441.6378,80969.0,217.0,0,Personal Auto,Luxury SUV,1041.6,Arizona
LX27768,Oregon,F,Bachelor,4202.663699,74057.0,105.0,1,Personal Auto,SUV,632.244063,Oregon
YB91420,Oregon,F,Bachelor,7851.349465,32225.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon
QA45054,Oregon,F,High School or Below,8932.317753,60909.0,112.0,0,Personal Auto,SUV,412.106287,Arizona
CO53758,Oregon,M,High School or Below,5059.987477,70999.0,63.0,0,Corporate Auto,Four-Door Car,305.603239,California
CW57656,Oregon,F,College,11196.01927,75457.0,93.0,0,Personal Auto,Four-Door Car,151.572213,Oregon
MR22119,Oregon,M,High School or Below,4430.572112,24059.0,112.0,0,Personal Auto,SUV,537.6,Oregon
DI22093,Oregon,M,College,10330.43794,56480.0,87.0,0,Personal Auto,Four-Door Car,384.695536,California
PQ35034,Oregon,F,College,9918.69966,37586.0,63.0,0,Corporate Auto,Two-Door Car,153.489143,Oregon
XB30904,Oregon,M,High School or Below,5876.373894,97026.0,73.0,0,Personal Auto,Two-Door Car,97.417808,Arizona
VF15321,Oregon,M,College,2734.439188,54010.0,69.0,0,Personal Auto,Four-Door Car,331.2,Washington
LX71137,Oregon,F,Bachelor,3694.14876,87485.0,92.0,0,Personal Auto,Four-Door Car,441.6,Arizona
SI35064,Oregon,F,Bachelor,9521.676094,74583.0,118.0,0,Personal Auto,SUV,161.210468,Washington
SI26369,Oregon,M,College,4377.532789,0.0,64.0,0,Personal Auto,Two-Door Car,460.8,Oregon
LD69905,Oregon,M,High School or Below,6431.736287,21238.0,95.0,4,Personal Auto,Four-Door Car,456.0,Arizona
VY84895,Oregon,F,High School or Below,6722.701247,0.0,93.0,0,Personal Auto,Four-Door Car,669.6,Nevada
UA38043,Oregon,F,High School or Below,2397.036098,22283.0,65.0,0,Personal Auto,Four-Door Car,572.072106,California
WM46083,Oregon,M,Master,2393.813375,58237.0,63.0,3,Personal Auto,Two-Door Car,273.691831,Arizona
GQ57207,Oregon,F,Bachelor,2359.423599,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515,California
CQ80529,Oregon,F,College,4080.81891,57283.0,106.0,1,Personal Auto,SUV,337.95778,Oregon
LN99954,Oregon,M,Master,26999.68099,0.0,104.0,0,Personal Auto,Four-Door Car,622.88852,Washington
UF36353,Oregon,M,College,10914.20446,71656.0,137.0,0,Special Auto,SUV,61.915326,Oregon
IZ24763,Oregon,F,Bachelor,3445.86241,0.0,94.0,0,Corporate Auto,Four-Door Car,590.626396,Nevada
TU27017,Oregon,M,Bachelor,6625.28717,41460.0,83.0,0,Personal Auto,Four-Door Car,398.4,California
WS46887,Oregon,F,Bachelor,20067.40315,85165.0,101.0,0,Personal Auto,Four-Door Car,384.31404,Washington
GQ32356,Oregon,F,High School or Below,3871.778009,0.0,111.0,0,Personal Auto,Four-Door Car,799.2,Nevada
PZ81131,Oregon,F,Bachelor,4171.300175,36723.0,106.0,1,Personal Auto,SUV,580.091966,California
ZW79814,Oregon,M,High School or Below,6689.022728,56980.0,84.0,0,Personal Auto,Two-Door Car,599.000883,California
KV79964,Oregon,M,Doctor,9009.219409,32260.0,113.0,0,Personal Auto,Four-Door Car,601.124657,Arizona
WE38399,Oregon,M,Bachelor,4974.801539,75644.0,65.0,3,Personal Auto,Two-Door Car,467.803638,California
MI13678,Oregon,M,High School or Below,2506.197852,92056.0,62.0,0,Personal Auto,Four-Door Car,89.398794,Oregon
VA63861,Oregon,F,College,4967.544169,28524.0,62.0,0,Personal Auto,Four-Door Car,297.6,California
EH70612,Oregon,M,College,1918.1197,0.0,61.0,2,Personal Auto,Two-Door Car,439.2,California
UO40726,Oregon,F,Bachelor,3146.037899,28089.0,82.0,1,Personal Auto,Two-Door Car,411.856297,Oregon
ZY49833,Oregon,F,Bachelor,5963.174005,87020.0,74.0,0,Personal Auto,Four-Door Car,331.116399,California
HZ47488,Oregon,M,Doctor,2860.747385,27907.0,74.0,1,Personal Auto,Four-Door Car,406.439436,California
LP51258,Oregon,F,Bachelor,2857.11061,91811.0,70.0,0,Personal Auto,Four-Door Car,333.7925,Oregon
VW65573,Oregon,M,High School or Below,7630.346461,0.0,111.0,0,Special Auto,SUV,799.2,California
LV82913,Oregon,M,College,5715.787663,69451.0,72.0,0,Corporate Auto,Four-Door Car,230.241775,Oregon
OX53879,Oregon,M,Bachelor,5113.899098,92427.0,64.0,2,Personal Auto,Four-Door Car,126.049033,Arizona
QV76563,Oregon,F,Doctor,5070.227097,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,Arizona
CP27565,Oregon,M,Bachelor,12036.62051,44428.0,104.0,0,Special Auto,SUV,499.2,Oregon
LL56632,Oregon,F,High School or Below,8679.79601,55842.0,109.0,0,Personal Auto,SUV,703.118925,Oregon
ZG88784,Oregon,M,College,4911.458509,52796.0,62.0,0,Corporate Auto,Four-Door Car,297.6,Oregon
FO78512,Oregon,M,Master,17429.87777,41775.0,109.0,0,Personal Auto,Sports Car,104.672657,California
TX13297,Oregon,F,Bachelor,2396.219292,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284,California
RS20615,Oregon,F,High School or Below,5671.927479,34974.0,71.0,0,Special Auto,Four-Door Car,315.160937,California
HP77890,Oregon,F,College,14413.37774,56457.0,73.0,0,Personal Auto,Four-Door Car,138.460771,Washington
GE45663,Oregon,F,Bachelor,5217.513287,39854.0,66.0,0,Personal Auto,Two-Door Car,261.930545,Arizona
UW90223,Oregon,F,Bachelor,2363.295991,27839.0,65.0,5,Personal Auto,Two-Door Car,312.0,California
LC58452,Oregon,M,High School or Below,4655.605831,88240.0,117.0,0,Personal Auto,SUV,561.6,California
WO25669,Oregon,F,High School or Below,35692.17157,0.0,102.0,0,Personal Auto,SUV,1123.212014,Oregon
NG59515,Oregon,M,College,10248.89802,52693.0,129.0,0,Personal Auto,SUV,619.2,California
AQ52711,Oregon,F,Bachelor,6897.505859,65337.0,173.0,1,Personal Auto,SUV,830.4,Oregon
AU23837,Oregon,F,Bachelor,5010.37931,64014.0,63.0,0,Corporate Auto,Four-Door Car,295.871784,Oregon
NG62780,Oregon,F,High School or Below,4250.282624,0.0,61.0,1,Personal Auto,Four-Door Car,292.8,Oregon
WW16329,Oregon,F,College,10208.92761,35482.0,129.0,0,Corporate Auto,SUV,619.2,Oregon
YN46118,Oregon,F,High School or Below,4961.574919,20951.0,65.0,0,Personal Auto,Four-Door Car,312.0,Arizona
CW77053,Oregon,F,High School or Below,4476.81416,0.0,62.0,0,Personal Auto,Four-Door Car,297.6,Oregon
LX15904,Oregon,F,High School or Below,2755.221411,39393.0,70.0,1,Special Auto,Four-Door Car,405.883346,Washington
IN26765,Oregon,M,College,8271.906799,62912.0,69.0,0,Personal Auto,Two-Door Car,168.358644,Oregon
WR55560,Oregon,M,High School or Below,5927.389227,33561.0,152.0,0,Corporate Auto,Sports Car,235.316581,California
JQ70222,Oregon,F,High School or Below,8548.30415,53055.0,112.0,2,Personal Auto,SUV,537.6,Washington
LU49168,Oregon,M,High School or Below,21283.6362,0.0,63.0,0,Personal Auto,Two-Door Car,302.4,Arizona
EN97874,Oregon,F,High School or Below,6446.706674,55037.0,80.0,1,Corporate Auto,Four-Door Car,481.823284,Oregon
IP76282,Oregon,F,High School or Below,4484.254754,0.0,65.0,0,Personal Auto,Four-Door Car,463.382118,Oregon
NM18924,Oregon,F,High School or Below,30286.68586,27587.0,103.0,1,Corporate Auto,Sports Car,241.141192,Oregon
NZ98813,Oregon,F,High School or Below,13840.16012,29658.0,119.0,0,Personal Auto,SUV,571.2,California
XJ65608,Oregon,F,College,5391.775844,63633.0,68.0,1,Corporate Auto,Two-Door Car,374.024077,California
HI71466,Oregon,M,College,3847.352801,23459.0,96.0,0,Personal Auto,Four-Door Car,185.070399,California
RO70057,Oregon,M,High School or Below,6369.262355,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4,Nevada
LT77960,Oregon,F,College,5316.7566,28559.0,66.0,0,Corporate Auto,Four-Door Car,427.242973,Arizona
FO13691,Oregon,M,Doctor,5124.218174,73740.0,64.0,0,Personal Auto,Two-Door Car,229.272206,Oregon
IP87756,Oregon,M,High School or Below,4151.551337,0.0,125.0,0,Personal Auto,SUV,900.0,Washington
YG37894,Oregon,F,College,2594.905944,25925.0,72.0,3,Corporate Auto,Two-Door Car,660.587577,California
SR24177,Oregon,M,Bachelor,5763.265424,31725.0,76.0,0,Personal Auto,Two-Door Car,177.234,Nevada
BS91742,Oregon,M,College,18370.57004,49659.0,234.0,0,Personal Auto,Luxury Car,1684.8,Washington
UJ38473,Oregon,M,Bachelor,21923.12272,81197.0,109.0,0,Personal Auto,Sports Car,94.731199,California
